HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Altay,Trabzonspor,1,2,A,1.0,0.0,H,14.0,15.0,8.0,5.0,16.0,8.0,4.0,5.0,3.0,3.0,0.0,0.0
Hatayspor,Konyaspor,1,3,A,1.0,1.0,D,7.0,12.0,2.0,5.0,7.0,12.0,2.0,5.0,4.0,3.0,1.0,1.0
Sivasspor,Rizespor,1,1,D,0.0,0.0,D,22.0,6.0,7.0,2.0,12.0,13.0,3.0,2.0,0.0,5.0,0.0,2.0
Gaziantep,Alanyaspor,2,1,H,0.0,0.0,D,14.0,13.0,5.0,5.0,16.0,13.0,7.0,3.0,1.0,1.0,0.0,0.0
Karagumruk,Fenerbahce,1,1,D,1.0,1.0,D,2.0,29.0,2.0,14.0,6.0,12.0,0.0,5.0,1.0,1.0,2.0,0.0
Yeni Malatyaspor,Kayserispor,2,2,D,2.0,0.0,H,13.0,9.0,5.0,5.0,13.0,15.0,2.0,2.0,2.0,2.0,0.0,0.0
Besiktas,Goztep,2,1,H,1.0,1.0,D,10.0,19.0,3.0,5.0,11.0,17.0,3.0,2.0,3.0,4.0,1.0,0.0
Kasimpasa,Altay,2,0,H,1.0,0.0,H,21.0,8.0,10.0,2.0,18.0,23.0,7.0,4.0,1.0,6.0,0.0,1.0
Galatasaray,Antalyaspor,2,0,H,1.0,0.0,H,17.0,13.0,6.0,5.0,18.0,13.0,4.0,6.0,4.0,3.0,0.0,0.0
Giresunspor,Hatayspor,0,1,A,0.0,0.0,D,19.0,7.0,5.0,3.0,14.0,11.0,7.0,6.0,3.0,3.0,0.0,0.0
Trabzonspor,Buyuksehyr,0,0,D,0.0,0.0,D,10.0,7.0,4.0,5.0,7.0,14.0,4.0,4.0,1.0,2.0,0.0,0.0
Rizespor,Gaziantep,0,1,A,0.0,1.0,A,9.0,12.0,1.0,3.0,14.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0
Alanyaspor,Karagumruk,1,1,D,0.0,0.0,D,17.0,13.0,5.0,4.0,13.0,8.0,7.0,4.0,1.0,2.0,0.0,0.0
Goztep,Ad. Demirspor,1,1,D,0.0,1.0,A,15.0,9.0,4.0,4.0,15.0,14.0,7.0,3.0,2.0,1.0,0.0,0.0
Fenerbahce,Yeni Malatyaspor,2,0,H,1.0,0.0,H,17.0,8.0,8.0,1.0,15.0,10.0,3.0,1.0,1.0,1.0,0.0,0.0
Kayserispor,Sivasspor,3,0,H,3.0,0.0,H,10.0,10.0,6.0,5.0,14.0,10.0,2.0,7.0,3.0,0.0,0.0,0.0
Konyaspor,Besiktas,1,0,H,0.0,0.0,D,12.0,12.0,4.0,6.0,16.0,14.0,6.0,3.0,3.0,4.0,0.0,0.0
Trabzonspor,Yeni Malatyaspor,1,0,H,1.0,0.0,H,24.0,3.0,7.0,0.0,9.0,12.0,7.0,2.0,0.0,2.0,0.0,0.0
Gaziantep,Karagumruk,3,1,H,2.0,0.0,H,13.0,15.0,5.0,4.0,22.0,7.0,5.0,4.0,1.0,3.0,0.0,0.0
Alanyaspor,Buyuksehyr,1,1,D,1.0,1.0,D,13.0,12.0,2.0,3.0,11.0,12.0,5.0,3.0,2.0,4.0,1.0,1.0
Kasimpasa,Hatayspor,3,1,H,2.0,0.0,H,15.0,13.0,8.0,5.0,9.0,15.0,6.0,4.0,2.0,0.0,0.0,0.0
Galatasaray,Giresunspor,0,1,A,0.0,1.0,A,22.0,6.0,7.0,3.0,18.0,12.0,12.0,1.0,2.0,0.0,0.0,0.0
